PM,type,Name,birth,mf,bw,key
2,UE,Iwashi,2015-06-17,father,1.079199397395889,UEIwashi2015-06-17
2,UE,Iwashi,2016-07-30,father,1.1180417883565454,UEIwashi2016-07-30
2,UE,Iwashi,2017-01-25,father,0.9964753100183524,UEIwashi2017-01-25
2,UE,Iwashi,2017-08-19,father,0.9933611356349612,UEIwashi2017-08-19
2,UE,Kuroco,2015-01-15,father,1.013955914960219,UEKuroco2015-01-15
2,UE,Sayori,2011-09-29,mother,0.8782056248547301,UESayori2011-09-29
2,UE,Sayori,2012-02-29,mother,0.8661738261738262,UESayori2012-02-29
2,UE,Sayori,2013-04-18,mother,0.955773819432884,UESayori2013-04-18
2,UE,Sayori,2014-06-27,mother,0.8784569656241923,UESayori2014-06-27
2,UE,Sayori,2015-06-17,mother,0.910475552079842,UESayori2015-06-17
2,UE,Sayori,2016-07-30,mother,0.9379601546238476,UESayori2016-07-30
2,UE,Sayori,2017-01-25,mother,0.8827707006369427,UESayori2017-01-25
2,UE,Sayori,2017-08-19,mother,0.8889360150605323,UESayori2017-08-19
2,UE,Shirasu,2016-07-25,father,1.0612352881229876,UEShirasu2016-07-25
2,VPA,Anis,2014-01-04,mother,0.95900439238653,VPAAnis2014-01-04
2,VPA,Anis,2014-06-07,mother,0.9630729618110436,VPAAnis2014-06-07
2,VPA,Anis,2015-06-04,mother,0.9020651534150524,VPAAnis2015-06-04
2,VPA,Anis,2017-01-25,mother,0.9036831514116714,VPAAnis2017-01-25
2,VPA,Bella,2016-02-13,mother,0.8802095564989614,VPABella2016-02-13
2,VPA,Bella,2017-03-19,mother,0.8213929464493119,VPABella2017-03-19
2,VPA,Bella,2019-06-24,mother,0.8882762585416204,VPABella2019-06-24
2,VPA,Buri,2015-04-30,mother,0.8508829300196207,VPABuri2015-04-30
2,VPA,Buri,2016-08-21,mother,1.011441514693925,VPABuri2016-08-21
2,VPA,Chroe,2013-11-21,mother,0.8789496033507691,VPAChroe2013-11-21
2,VPA,Chroe,2014-06-23,mother,0.8511325959154106,VPAChroe2014-06-23
2,VPA,Chroe,2016-04-21,mother,0.911309949892627,VPAChroe2016-04-21
2,VPA,Chroe,2016-11-09,mother,0.9716885171790236,VPAChroe2016-11-09
2,VPA,Chroe,2018-09-11,mother,0.9545922071636012,VPAChroe2018-09-11
2,VPA,Chroe,2019-04-01,mother,0.9669519868488182,VPAChroe2019-04-01
2,VPA,Cocoro,2015-04-30,father,0.8427710024028653,VPACocoro2015-04-30
2,VPA,Dolche,2016-02-13,father,0.9879841493033364,VPADolche2016-02-13
2,VPA,Dolche,2017-03-19,father,0.951108561124544,VPADolche2017-03-19
2,VPA,Dolche,2019-06-24,father,1.0364812204626483,VPADolche2019-06-24
2,VPA,Iwashi,2012-10-20,father,0.9855108904045006,VPAIwashi2012-10-20
2,VPA,Iwashi,2014-12-22,father,1.0126182965299684,VPAIwashi2014-12-22
2,VPA,Iwashi,2016-01-09,father,0.9990733692954296,VPAIwashi2016-01-09
2,VPA,Kuroco,2013-11-21,father,1.064194008559201,VPAKuroco2013-11-21
2,VPA,Kuroco,2014-06-23,father,0.9505169243165618,VPAKuroco2014-06-23
2,VPA,Sayori,2012-10-20,mother,0.8818073355655621,VPASayori2012-10-20
2,VPA,Sayori,2014-12-22,mother,0.8978674017118816,VPASayori2014-12-22
2,VPA,Sayori,2016-01-09,mother,0.8522194334887057,VPASayori2016-01-09
2,VPA,Shirasu,2014-01-04,father,1.0340917976385955,VPAShirasu2014-01-04
2,VPA,Shirasu,2014-06-07,father,0.9559639389736476,VPAShirasu2014-06-07
2,VPA,Shirasu,2015-06-04,father,0.9404270776575594,VPAShirasu2015-06-04
2,VPA,Shirasu,2017-01-25,father,1.1194750074342408,VPAShirasu2017-01-25
3,UE,Anis,2016-07-25,mother,0.8953452326567903,UEAnis2016-07-25
3,UE,Bella,2015-08-16,mother,0.939446610607413,UEBella2015-08-16
3,UE,Bella,2016-08-12,mother,0.8519089316987741,UEBella2016-08-12
3,UE,Buri,2014-04-09,mother,0.9350545320105984,UEBuri2014-04-09
3,UE,Buri,2014-10-11,mother,0.9252065672282436,UEBuri2014-10-11
3,UE,Buri,2016-03-21,mother,0.914420587787422,UEBuri2016-03-21
3,UE,Buri,2017-01-20,mother,0.7972486079266294,UEBuri2017-01-20
3,UE,Chroe,2015-01-15,mother,0.9325691166554282,UEChroe2015-01-15
3,UE,Cocoro,2007-04-26,father,1.0290744556939342,UECocoro2007-04-26
3,UE,Cocoro,2010-10-05,father,0.98061412197537845,UECocoro2010-10-05
3,UE,Cocoro,2012-08-06,father,0.9964956977586672,UECocoro2012-08-06
3,UE,Cocoro,2014-04-09,father,1.0288146090497128,UECocoro2014-04-09
3,UE,Cocoro,2014-10-11,father,0.975075365003054,UECocoro2014-10-11
3,UE,Dolche,2015-08-16,father,1.003650336215178,UEDolche2015-08-16
3,UE,Dolche,2016-08-12,father,0.9759375927697332,UEDolche2016-08-12
3,UE,Iwashi,2011-09-29,father,1.1022549765690712,UEIwashi2011-09-29
3,UE,Iwashi,2012-02-29,father,0.93304139002684,UEIwashi2012-02-29
3,UE,Iwashi,2013-04-18,father,1.0545471556886228,UEIwashi2013-04-18
3,UE,Iwashi,2014-06-27,father,0.996383305594674,UEIwashi2014-06-27
3,UE,Iwashi,2015-06-17,father,1.0669320994296785,UEIwashi2015-06-17
3,UE,Iwashi,2016-07-30,father,1.071863215364507,UEIwashi2016-07-30
3,UE,Iwashi,2017-01-25,father,1.0273592267979348,UEIwashi2017-01-25
3,UE,Iwashi,2017-08-19,father,0.9619964220993448,UEIwashi2017-08-19
3,UE,Kuroco,2015-01-15,father,1.0048258771357763,UEKuroco2015-01-15
3,UE,Sayori,2011-09-29,mother,0.965270783295886,UESayori2011-09-29
3,UE,Sayori,2012-02-29,mother,0.9285714285714286,UESayori2012-02-29
3,UE,Sayori,2013-04-18,mother,0.9235891459963378,UESayori2013-04-18
3,UE,Sayori,2014-06-27,mother,0.8504135435513052,UESayori2014-06-27
3,UE,Sayori,2015-06-17,mother,0.8882433992477563,UESayori2015-06-17
3,UE,Sayori,2016-07-30,mother,0.9334572306472396,UESayori2016-07-30
3,UE,Sayori,2017-01-25,mother,0.8860573248407644,UESayori2017-01-25
3,UE,Sayori,2017-08-19,mother,0.8563073420095095,UESayori2017-08-19
3,UE,Shirasu,2016-07-25,father,0.9967632014610136,UEShirasu2016-07-25
3,VPA,Anis,2014-01-04,mother,1.032683134180324,VPAAnis2014-01-04
3,VPA,Anis,2015-06-04,mother,0.8740009041976952,VPAAnis2015-06-04
3,VPA,Anis,2017-01-25,mother,0.8872614183791694,VPAAnis2017-01-25
3,VPA,Bella,2016-02-13,mother,0.8991057718363292,VPABella2016-02-13
3,VPA,Bella,2017-03-19,mother,0.8331989669732042,VPABella2017-03-19
3,VPA,Bella,2019-06-24,mother,0.8913336033552399,VPABella2019-06-24
3,VPA,Buri,2015-04-30,mother,0.846754414650098,VPABuri2015-04-30
3,VPA,Buri,2016-08-21,mother,1.121210361249855,VPABuri2016-08-21
3,VPA,Chroe,2013-11-21,mother,0.8528441004458684,VPAChroe2013-11-21
3,VPA,Chroe,2014-06-23,mother,0.8021788192025856,VPAChroe2014-06-23
3,VPA,Chroe,2016-04-21,mother,0.919899785254116,VPAChroe2016-04-21
3,VPA,Chroe,2016-11-09,mother,0.9583333333333334,VPAChroe2016-11-09
3,VPA,Chroe,2018-09-11,mother,0.9553484995159728,VPAChroe2018-09-11
3,VPA,Chroe,2019-04-01,mother,0.9496060314041156,VPAChroe2019-04-01
3,VPA,Cocoro,2015-04-30,father,0.8355019570506717,VPACocoro2015-04-30
3,VPA,Dolche,2016-02-13,father,1.0053687843538284,VPADolche2016-02-13
3,VPA,Dolche,2017-03-19,father,0.9700422113847792,VPADolche2017-03-19
3,VPA,Dolche,2019-06-24,father,1.0349888068982671,VPADolche2019-06-24
3,VPA,Iwashi,2012-10-20,father,1.0280824716346606,VPAIwashi2012-10-20
3,VPA,Iwashi,2014-12-22,father,0.9106681961571552,VPAIwashi2014-12-22
3,VPA,Iwashi,2016-01-09,father,0.9584670880630108,VPAIwashi2016-01-09
3,VPA,Kuroco,2013-11-21,father,1.0492154065620545,VPAKuroco2013-11-21
3,VPA,Kuroco,2014-06-23,father,0.9603583055539312,VPAKuroco2014-06-23
3,VPA,Sayori,2012-10-20,mother,0.8820125979807311,VPASayori2012-10-20
3,VPA,Sayori,2014-12-22,mother,0.8865515740606413,VPASayori2014-12-22
3,VPA,Sayori,2016-01-09,mother,0.8370204374327715,VPASayori2016-01-09
3,VPA,Shirasu,2014-01-04,father,1.0157166314801782,VPAShirasu2014-01-04
3,VPA,Shirasu,2014-06-07,father,0.9361997226074896,VPAShirasu2014-06-07
3,VPA,Shirasu,2015-06-04,father,0.955865182532887,VPAShirasu2015-06-04
3,VPA,Shirasu,2017-01-25,father,1.022654159119786,VPAShirasu2017-01-25
4,UE,Anis,2016-07-25,mother,0.9856812471448148,UEAnis2016-07-25
4,UE,Bella,2015-08-16,mother,0.9720016911730164,UEBella2015-08-16
4,UE,Bella,2016-08-12,mother,0.8638949211908932,UEBella2016-08-12
4,UE,Buri,2014-04-09,mother,0.969021504713784,UEBuri2014-04-09
4,UE,Buri,2014-10-11,mother,0.9398004077690738,UEBuri2014-10-11
4,UE,Buri,2016-03-21,mother,1.028247297091518,UEBuri2016-03-21
4,UE,Buri,2017-01-20,mother,0.7960392048174557,UEBuri2017-01-20
4,UE,Chroe,2015-01-15,mother,1.044729152618566,UEChroe2015-01-15
4,UE,Cocoro,2010-10-05,father,0.9673128626008208,UECocoro2010-10-05
4,UE,Cocoro,2012-08-06,father,0.9975921913469564,UECocoro2012-08-06
4,UE,Cocoro,2014-04-09,father,0.9506674761002472,UECocoro2014-04-09
4,UE,Cocoro,2014-10-11,father,1.022599649281816,UECocoro2014-10-11
4,UE,Dolche,2015-08-16,father,0.9665065642010888,UEDolche2015-08-16
4,UE,Dolche,2016-08-12,father,1.0153956526041494,UEDolche2016-08-12
4,UE,Iwashi,2011-09-29,father,1.1833219850202268,UEIwashi2011-09-29
4,UE,Iwashi,2012-02-29,father,1.0260394594340068,UEIwashi2012-02-29
4,UE,Iwashi,2013-04-18,father,1.0083270958083832,UEIwashi2013-04-18
4,UE,Iwashi,2014-06-27,father,1.0136666239918064,UEIwashi2014-06-27
4,UE,Iwashi,2015-06-17,father,1.1046378994942432,UEIwashi2015-06-17
4,UE,Iwashi,2016-07-30,father,1.0910500872414806,UEIwashi2016-07-30
4,UE,Iwashi,2017-01-25,father,1.0266261532920191,UEIwashi2017-01-25
4,UE,Iwashi,2017-08-19,father,0.941638399702616,UEIwashi2017-08-19
4,UE,Kuroco,2015-01-15,father,1.0123907656188862,UEKuroco2015-01-15
4,UE,Sayori,2011-09-29,mother,1.1104439451460448,UESayori2011-09-29
4,UE,Sayori,2012-02-29,mother,0.9406593406593406,UESayori2012-02-29
4,UE,Sayori,2013-04-18,mother,0.8836357582820045,UESayori2013-04-18
4,UE,Sayori,2014-06-27,mother,0.888601705867149,UESayori2014-06-27
4,UE,Sayori,2015-06-17,mother,0.8986705396045134,UESayori2015-06-17
4,UE,Sayori,2016-07-30,mother,0.9978392308454752,UESayori2016-07-30
4,UE,Sayori,2017-01-25,mother,0.8753343949044586,UESayori2017-01-25
4,UE,Sayori,2017-08-19,mother,0.8362167109404648,UESayori2017-08-19
4,UE,Shirasu,2016-07-25,father,1.028010185522008,UEShirasu2016-07-25
4,VPA,Anis,2014-01-04,mother,1.075426250413262,VPAAnis2014-01-04
4,VPA,Anis,2014-06-07,mother,0.943341151277214,VPAAnis2014-06-07
4,VPA,Anis,2015-06-04,mother,0.8611203521252911,VPAAnis2015-06-04
4,VPA,Anis,2017-01-25,mother,0.8702298920665894,VPAAnis2017-01-25
4,VPA,Bella,2016-02-13,mother,1.0042091951946528,VPABella2016-02-13
4,VPA,Bella,2017-03-19,mother,0.8437478649413115,VPABella2017-03-19
4,VPA,Bella,2019-06-24,mother,0.8651200374680521,VPABella2019-06-24
4,VPA,Buri,2015-04-30,mother,0.8553302812295618,VPABuri2015-04-30
4,VPA,Buri,2016-08-21,mother,1.2700952491578583,VPABuri2016-08-21
4,VPA,Chroe,2013-11-21,mother,0.880445482445135,VPAChroe2013-11-21
4,VPA,Chroe,2014-06-23,mother,0.8224624557688557,VPAChroe2014-06-23
4,VPA,Chroe,2016-04-21,mother,0.9062276306370796,VPAChroe2016-04-21
4,VPA,Chroe,2016-11-09,mother,0.952757685352622,VPAChroe2016-11-09
4,VPA,Chroe,2018-09-11,mother,0.9622023989593416,VPAChroe2018-09-11
4,VPA,Chroe,2019-04-01,mother,0.937588572076413,VPAChroe2019-04-01
4,VPA,Cocoro,2015-04-30,father,0.8105363376705808,VPACocoro2015-04-30
4,VPA,Dolche,2016-02-13,father,1.0682346925731816,VPADolche2016-02-13
4,VPA,Dolche,2017-03-19,father,0.9690586451374944,VPADolche2017-03-19
4,VPA,Dolche,2019-06-24,father,1.0009120305115662,VPADolche2019-06-24
4,VPA,Iwashi,2012-10-20,father,0.992016846340007,VPAIwashi2012-10-20
4,VPA,Iwashi,2014-12-22,father,0.960997992543734,VPAIwashi2014-12-22
4,VPA,Iwashi,2016-01-09,father,0.8768862219195133,VPAIwashi2016-01-09
4,VPA,Kuroco,2013-11-21,father,1.0178965114771106,VPAKuroco2013-11-21
4,VPA,Kuroco,2014-06-23,father,0.9769577168255452,VPAKuroco2014-06-23
4,VPA,Sayori,2012-10-20,mother,0.9390071285926268,VPASayori2012-10-20
4,VPA,Sayori,2014-12-22,mother,0.9720731176555928,VPASayori2014-12-22
4,VPA,Sayori,2016-01-09,mother,0.9198996055934026,VPASayori2016-01-09
4,VPA,Shirasu,2014-01-04,father,1.0138400187661272,VPAShirasu2014-01-04
4,VPA,Shirasu,2014-06-07,father,0.902681460933888,VPAShirasu2014-06-07
4,VPA,Shirasu,2015-06-04,father,0.9089670740250642,VPAShirasu2015-06-04
4,VPA,Shirasu,2017-01-25,father,1.0453398574428014,VPAShirasu2017-01-25
5,UE,Anis,2016-07-25,mother,1.1437157377798082,UEAnis2016-07-25
5,UE,Bella,2015-08-16,mother,1.0639592239394935,UEBella2015-08-16
5,UE,Bella,2016-08-12,mother,0.9094570928196148,UEBella2016-08-12
5,UE,Buri,2014-04-09,mother,0.97757101484996,UEBuri2014-04-09
5,UE,Buri,2014-10-11,mother,1.03280931430411,UEBuri2014-10-11
5,UE,Buri,2016-03-21,mother,0.8582028600301783,UEBuri2016-03-21
5,UE,Buri,2017-01-20,mother,0.8493486860339137,UEBuri2017-01-20
5,UE,Chroe,2015-01-15,mother,0.95774331310406835,UEChroe2015-01-15
5,UE,Cocoro,2007-04-26,father,1.019801093092017,UECocoro2007-04-26
5,UE,Cocoro,2010-10-05,father,0.9339182114051224,UECocoro2010-10-05
5,UE,Cocoro,2012-08-06,father,1.027248317698147,UECocoro2012-08-06
5,UE,Cocoro,2014-04-09,father,0.9147335307860704,UECocoro2014-04-09
5,UE,Cocoro,2014-10-11,father,1.00912261344157,UECocoro2014-10-11
5,UE,Dolche,2015-08-16,father,1.0188920909382004,UEDolche2015-08-16
5,UE,Dolche,2016-08-12,father,0.9854619520401096,UEDolche2016-08-12
5,UE,Iwashi,2011-09-29,father,1.068107044155428,UEIwashi2011-09-29
5,UE,Iwashi,2012-02-29,father,0.9461788388190422,UEIwashi2012-02-29
5,UE,Iwashi,2013-04-18,father,1.0087949101796407,UEIwashi2013-04-18
5,UE,Iwashi,2014-06-27,father,1.0145307899116631,UEIwashi2014-06-27
5,UE,Iwashi,2015-06-17,father,1.0508985257720866,UEIwashi2015-06-17
5,UE,Iwashi,2016-07-30,father,1.091700489677988,UEIwashi2016-07-30
5,UE,Iwashi,2017-01-25,father,1.0476572817865288,UEIwashi2017-01-25
5,UE,Iwashi,2017-08-19,father,0.9321709028390874,UEIwashi2017-08-19
5,UE,Kuroco,2015-01-15,father,1.0491717751402112,UEKuroco2015-01-15
5,UE,Sayori,2011-09-29,mother,0.8636011466646006,UESayori2011-09-29
5,UE,Sayori,2012-02-29,mother,0.9212501783930356,UESayori2012-02-29
5,UE,Sayori,2013-04-18,mother,0.9526663337217692,UESayori2013-04-18
5,UE,Sayori,2014-06-27,mother,0.858942879296976,UESayori2014-06-27
5,UE,Sayori,2015-06-17,mother,1.0488213607418166,UESayori2015-06-17
5,UE,Sayori,2016-07-30,mother,1.0006013149634916,UESayori2016-07-30
5,UE,Sayori,2017-01-25,mother,0.985127388535032,UESayori2017-01-25
5,UE,Sayori,2017-08-19,mother,0.8321241749819556,UESayori2017-08-19
5,UE,Shirasu,2016-07-25,father,1.1510293167830974,UEShirasu2016-07-25
5,VPA,Anis,2014-01-04,mother,1.0183567121648642,VPAAnis2014-01-04
5,VPA,Anis,2014-06-07,mother,0.9608168051802376,VPAAnis2014-06-07
5,VPA,Anis,2015-06-04,mother,0.8922554614393804,VPAAnis2015-06-04
5,VPA,Anis,2017-01-25,mother,0.8513628879809745,VPAAnis2017-01-25
5,VPA,Bella,2016-02-13,mother,1.136422485171469,VPABella2016-02-13
5,VPA,Bella,2017-03-19,mother,0.8401222506137581,VPABella2017-03-19
5,VPA,Bella,2019-06-24,mother,0.8522152684322615,VPABella2019-06-24
5,VPA,Buri,2015-04-30,mother,0.8595487246566383,VPABuri2015-04-30
5,VPA,Buri,2016-08-21,mother,0.988044073477922,VPABuri2016-08-21
5,VPA,Chroe,2013-11-21,mother,0.945009554324538,VPAChroe2013-11-21
5,VPA,Chroe,2014-06-23,mother,0.845476581872893,VPAChroe2014-06-23
5,VPA,Chroe,2016-04-21,mother,0.98042233357194,VPAChroe2016-04-21
5,VPA,Chroe,2016-11-09,mother,0.953616636528029,VPAChroe2016-11-09
5,VPA,Chroe,2018-09-11,mother,1.0683007623426912,VPAChroe2018-09-11
5,VPA,Chroe,2019-04-01,mother,0.922169945014455,VPAChroe2019-04-01
5,VPA,Cocoro,2015-04-30,father,0.8302126309108219,VPACocoro2015-04-30
5,VPA,Dolche,2016-02-13,father,1.0320209638246196,VPADolche2016-02-13
5,VPA,Dolche,2017-03-19,father,0.989467644768657,VPADolche2017-03-19
5,VPA,Dolche,2019-06-24,father,1.0043943288284551,VPADolche2019-06-24
5,VPA,Iwashi,2012-10-20,father,1.0143633906402238,VPAIwashi2012-10-20
5,VPA,Iwashi,2014-12-22,father,0.7947614950769525,VPAIwashi2014-12-22
5,VPA,Iwashi,2016-01-09,father,0.9597042927949372,VPAIwashi2016-01-09
5,VPA,Kuroco,2013-11-21,father,1.0201443824838974,VPAKuroco2013-11-21
5,VPA,Kuroco,2014-06-23,father,0.9511082519445582,VPAKuroco2014-06-23
5,VPA,Sayori,2014-12-22,mother,1.0367583055273466,VPASayori2014-12-22
5,VPA,Sayori,2016-01-09,mother,0.9465758336321262,VPASayori2016-01-09
5,VPA,Shirasu,2014-01-04,father,1.0616154507780122,VPAShirasu2014-01-04
5,VPA,Shirasu,2014-06-07,father,0.8855755894590844,VPAShirasu2014-06-07
5,VPA,Shirasu,2015-06-04,father,0.8474092524843673,VPAShirasu2015-06-04
5,VPA,Shirasu,2017-01-25,father,1.014821172717688,VPAShirasu2017-01-25
6,UE,Anis,2016-07-25,mother,0.98175536774783,UEAnis2016-07-25
6,UE,Bella,2015-08-16,mother,1.038549349368159,UEBella2015-08-16
6,UE,Bella,2016-08-12,mother,1.1171978984238178,UEBella2016-08-12
6,UE,Buri,2014-04-09,mother,0.8331536139010414,UEBuri2014-04-09
6,UE,Buri,2014-10-11,mother,0.9660103015344996,UEBuri2014-10-11
6,UE,Buri,2016-03-21,mother,0.8338053905893101,UEBuri2016-03-21
6,UE,Buri,2017-01-20,mother,0.8203154526443095,UEBuri2017-01-20
6,UE,Chroe,2015-01-15,mother,1.0040908069229042,UEChroe2015-01-15
6,UE,Cocoro,2007-04-26,father,0.9941313502374338,UECocoro2007-04-26
6,UE,Cocoro,2010-10-05,father,0.9484222442337624,UECocoro2010-10-05
6,UE,Cocoro,2012-08-06,father,1.0393713092357306,UECocoro2012-08-06
6,UE,Cocoro,2014-04-09,father,0.9250795636417152,UECocoro2014-04-09
6,UE,Cocoro,2014-10-11,father,0.958051740783796,UECocoro2014-10-11
6,UE,Dolche,2015-08-16,father,1.0146188105842284,UEDolche2015-08-16
6,UE,Dolche,2016-08-12,father,1.0009235742322788,UEDolche2016-08-12
6,UE,Iwashi,2011-09-29,father,1.1103456562662717,UEIwashi2011-09-29
6,UE,Iwashi,2012-02-29,father,1.0045675001177192,UEIwashi2012-02-29
6,UE,Iwashi,2013-04-18,father,1.0333832335329345,UEIwashi2013-04-18
6,UE,Iwashi,2014-06-27,father,0.9896860197157854,UEIwashi2014-06-27
6,UE,Iwashi,2015-06-17,father,1.1167545464327988,UEIwashi2015-06-17
6,UE,Iwashi,2016-07-30,father,0.9563354825798462,UEIwashi2016-07-30
6,UE,Iwashi,2017-01-25,father,1.017168927842478,UEIwashi2017-01-25
6,UE,Iwashi,2017-08-19,father,0.9488131543486288,UEIwashi2017-08-19
6,UE,Kuroco,2015-01-15,father,0.9998695708882224,UEKuroco2015-01-15
6,UE,Sayori,2011-09-29,mother,0.8466658918932879,UESayori2011-09-29
6,UE,Sayori,2012-02-29,mother,0.9576423576423576,UESayori2012-02-29
6,UE,Sayori,2013-04-18,mother,0.9723259372002504,UESayori2013-04-18
6,UE,Sayori,2014-06-27,mother,0.8439680796071336,UESayori2014-06-27
6,UE,Sayori,2015-06-17,mother,0.9943767921647488,UESayori2015-06-17
6,UE,Sayori,2016-07-30,mother,0.9291687316218984,UESayori2016-07-30
6,UE,Sayori,2017-01-25,mother,0.9917162066525124,UESayori2017-01-25
6,UE,Sayori,2017-08-19,mother,0.8147867044668169,UESayori2017-08-19
6,UE,Shirasu,2016-07-25,father,1.106539669341727,UEShirasu2016-07-25
6,VPA,Anis,2014-01-04,mother,1.0460492136211212,VPAAnis2014-01-04
6,VPA,Anis,2014-06-07,mother,0.9514862591138532,VPAAnis2014-06-07
6,VPA,Anis,2015-06-04,mother,0.909813388381344,VPAAnis2015-06-04
6,VPA,Anis,2017-01-25,mother,0.8781836290830742,VPAAnis2017-01-25
6,VPA,Bella,2016-02-13,mother,0.9722337638876344,VPABella2016-02-13
6,VPA,Bella,2017-03-19,mother,0.8452600558417483,VPABella2017-03-19
6,VPA,Bella,2019-06-24,mother,0.8401818728196819,VPABella2019-06-24
6,VPA,Buri,2015-04-30,mother,0.8866497710922171,VPABuri2015-04-30
6,VPA,Buri,2016-08-21,mother,0.9327912649552794,VPABuri2016-08-21
6,VPA,Chroe,2013-11-21,mother,1.0554150823216042,VPAChroe2013-11-21
6,VPA,Chroe,2014-06-23,mother,0.9011915707744746,VPAChroe2014-06-23
6,VPA,Chroe,2016-04-21,mother,1.0274363431843747,VPAChroe2016-04-21
6,VPA,Chroe,2016-11-09,mother,0.9349570524412296,VPAChroe2016-11-09
6,VPA,Chroe,2018-09-11,mother,1.0292760769603098,VPAChroe2018-09-11
6,VPA,Chroe,2019-04-01,mother,0.8718326625474747,VPAChroe2019-04-01
6,VPA,Cocoro,2015-04-30,father,0.8490426319686872,VPACocoro2015-04-30
6,VPA,Dolche,2016-02-13,father,1.0543269845327878,VPADolche2016-02-13
6,VPA,Dolche,2017-03-19,father,1.0189746321872053,VPADolche2017-03-19
6,VPA,Dolche,2019-06-24,father,1.0333720255368544,VPADolche2019-06-24
6,VPA,Iwashi,2012-10-20,father,1.0185121161643145,VPAIwashi2012-10-20
6,VPA,Iwashi,2014-12-22,father,0.9062231144250072,VPAIwashi2014-12-22
6,VPA,Iwashi,2016-01-09,father,1.0706059502928813,VPAIwashi2016-01-09
6,VPA,Kuroco,2013-11-21,father,1.024445597198807,VPAKuroco2013-11-21
6,VPA,Kuroco,2014-06-23,father,0.9843915498632148,VPAKuroco2014-06-23
6,VPA,Sayori,2012-10-20,mother,0.9108861777144884,VPASayori2012-10-20
6,VPA,Sayori,2014-12-22,mother,0.933446975192224,VPASayori2014-12-22
6,VPA,Sayori,2016-01-09,mother,0.983214275863971,VPASayori2016-01-09
6,VPA,Shirasu,2014-01-04,father,1.053248885761201,VPAShirasu2014-01-04
6,VPA,Shirasu,2014-06-07,father,0.9352750809061487,VPAShirasu2014-06-07
6,VPA,Shirasu,2015-06-04,father,0.8775542456557479,VPAShirasu2015-06-04
6,VPA,Shirasu,2017-01-25,father,1.0040187140115164,VPAShirasu2017-01-25
7,UE,Anis,2016-07-25,mother,0.9594135449977158,UEAnis2016-07-25
7,UE,Bella,2015-08-16,mother,0.9462465354441678,UEBella2015-08-16
7,UE,Bella,2016-08-12,mother,0.9881010758068552,UEBella2016-08-12
7,UE,Buri,2014-04-09,mother,0.8264911578039313,UEBuri2014-04-09
7,UE,Buri,2014-10-11,mother,0.8413992917695031,UEBuri2014-10-11
7,UE,Buri,2016-03-21,mother,0.8839652809502055,UEBuri2016-03-21
7,UE,Buri,2017-01-20,mother,0.792083448814533,UEBuri2017-01-20
7,UE,Chroe,2015-01-15,mother,1.0409829924327565,UEChroe2015-01-15
7,UE,Cocoro,2007-04-26,father,1.0144252307140935,UECocoro2007-04-26
7,UE,Cocoro,2010-10-05,father,0.9199801896136974,UECocoro2010-10-05
7,UE,Cocoro,2012-08-06,father,1.0413318242734493,UECocoro2012-08-06
7,UE,Cocoro,2014-04-09,father,0.94428311253492,UECocoro2014-04-09
7,UE,Cocoro,2014-10-11,father,0.8717776945861985,UECocoro2014-10-11
7,UE,Dolche,2015-08-16,father,0.990564628028605,UEDolche2015-08-16
7,UE,Dolche,2016-08-12,father,0.99993403041198,UEDolche2016-08-12
7,UE,Iwashi,2011-09-29,father,1.1126687227139824,UEIwashi2011-09-29
7,UE,Iwashi,2012-02-29,father,0.9992936855488064,UEIwashi2012-02-29
7,UE,Iwashi,2013-04-18,father,0.99609375,UEIwashi2013-04-18
7,UE,Iwashi,2014-06-27,father,1.0018563564204328,UEIwashi2014-06-27
7,UE,Iwashi,2015-06-17,father,1.1183821155708598,UEIwashi2015-06-17
7,UE,Iwashi,2016-07-30,father,1.0162741321192488,UEIwashi2016-07-30
7,UE,Iwashi,2017-01-25,father,1.0188798175051024,UEIwashi2017-01-25
7,UE,Iwashi,2017-08-19,father,0.9315513529420876,UEIwashi2017-08-19
7,UE,Kuroco,2015-01-15,father,0.971957740967784,UEKuroco2015-01-15
7,UE,Sayori,2011-09-29,mother,0.8334301800056817,UESayori2011-09-29
7,UE,Sayori,2012-02-29,mother,1.0261738261738262,UESayori2012-02-29
7,UE,Sayori,2013-04-18,mother,0.9770822928805284,UESayori2013-04-18
7,UE,Sayori,2014-06-27,mother,0.8346730421297492,UESayori2014-06-27
7,UE,Sayori,2015-06-17,mother,0.9115661458416456,UESayori2015-06-17
7,UE,Sayori,2016-07-30,mother,0.9122146231869692,UESayori2016-07-30
7,UE,Sayori,2017-01-25,mother,0.9230191082802548,UESayori2017-01-25
7,UE,Sayori,2017-08-19,mother,0.8183583722124248,UESayori2017-08-19
7,UE,Shirasu,2016-07-25,father,1.120748917973883,UEShirasu2016-07-25
7,VPA,Anis,2014-01-04,mother,0.9737243974243928,VPAAnis2014-01-04
7,VPA,Anis,2014-06-07,mother,0.9418497935043084,VPAAnis2014-06-07
7,VPA,Anis,2015-06-04,mother,1.0345670798110853,VPAAnis2015-06-04
7,VPA,Anis,2017-01-25,mother,0.880922617232758,VPAAnis2017-01-25
7,VPA,Bella,2016-02-13,mother,0.9711426248758016,VPABella2016-02-13
7,VPA,Bella,2017-03-19,mother,0.8617301832392769,VPABella2017-03-19
7,VPA,Bella,2019-06-24,mother,0.7747926844834223,VPABella2019-06-24
